,序号,类别代号,产品分类,产品名称,判定结果,不合格项目分类,不合格项目,不合格规范列,检测数值,法规限制,规格型号,商标,生产日期,生产企业名称,生产企业地址,生产省份代码,生产省份,抽样单位名称,抽样单位代码,抽样单位地址,通报时间,通报文号,通报单位,措施,来源链接,来源链接.1,检验项目,抽检代码,抽检级别,检验机构,标准,备注
234,235,18,炒货及坚果制品-->坚果籽类制品,老汤花生（南乳味）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,57.7μg/kg,≤20μg/kg,500克/袋,/,2022-03-11,商丘德元食品有限公司,河南省民权县王庄寨镇吴屯工业区,4,河南,新乡市卫滨区诚实食品经营部,4,解放大道115号针纺公司大楼一层门面十间,2022-09-28,2022年第28期,河南市场监管局,　河南省市场监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、平顶山、鹤壁、新乡、焦作、濮阳、许昌、三门峡、南阳、商丘、周口、济源等地市场监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处。,http://news.foodmate.net/2022/09/642237.html,https://scjg.henan.gov.cn/2022/09-28/2614554.html,,2,省抽,新乡市食品药品检验所,GB 2761-2017,
235,236,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,23.4μg/kg,≤20μg/100g,散装称重,/,2022-07-04,紫金县蓝塘镇便民油坊,紫金县蓝塘镇沿江路135号,1,广东,紫金县蓝塘镇便民油坊,1,紫金县蓝塘镇沿江路135号,2022-09-26,2022年第12期,河源市场监管局,"针对食品安全监督抽检中发现的问题，市场监管部门按照相关法律法规，对不合格产品及其生产经营企业依法进行调查处理,依法查处违法经营行为，督促企业履行法定义务，并采取有针对性措施，防控食品安全风险。",,http://www.heyuan.gov.cn/hysscjdj/gkmlpt/content/0/516/post_516158.html#5729,,3,市抽,河源市食品检验所,GB 2761-2017,
236,237,18,炒货及坚果制品-->坚果籽类,生花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,40.2μg/kg,≤20μg/kg,散装,/,2022-03-21,/,/,0,不详,山东爱客多商贸有限公司济宁金宇店,2,山东省济宁市任城区李营街道供销路金宇创意设计园地下负一层,2022-09-26,2022年8号,济宁市场监管局,,,http://amr.jining.gov.cn/art/2022/9/26/art_32593_2705188.html,,3,市抽,国检（青岛）检测技术有限公司,GB 2761-2017,
237,238,6,调味品-->复合调味品,花生芝麻酱（复合型）,不合格,生物毒素,黄曲霉毒素B<sub>1</sub>,黄曲霉毒素B₁,36.5μg/kg,≤20μg/kg,288g/瓶,非凡味来,2022-01-10,祁县昭馀调味食品有限公司,山西省晋中市祁县城赵镇常家堡,20,山西,河津市柴家金来百货店,20,河津市柴家乡柴家村大街,2022-09-26,2022年第29期,山西市场监管局,针对上述抽检中发现的不合格产品，我局已督导市级市场监管部门按照相关法律法规依法处理。消费者如果在市场上发现被通报的不合格食品，可拨打12315投诉举报。,http://news.foodmate.net/2022/09/642113.html,https://scjgj.shanxi.gov.cn/zwgk/zdgkjbml/tcfl/gstg/202209/t20220926_7175116.shtml,,2,省抽,初检机构为河南华测检测技术有限公司，复检机构为石家庄海关技术中心,GB 2761-2017,
238,239,18,炒货及坚果制品-->坚果籽类,生花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,40.2μg/kg,≤20μg/kg,散装,/,2022-03-21,/,/,0,不详,山东爱客多商贸有限公司济宁金宇店,2,山东省济宁市任城区李营街道供销路金宇创意设计园地下负一层,2022-09-23,2022年7号,济宁市场监管局,,,http://amr.jining.gov.cn/art/2022/9/23/art_32593_2705185.html,,3,市抽,国检（青岛）检测技术有限公司,GB 2761-2017,
239,240,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,79.3μg/kg,≤20μg/kg,,/,2022-04-18,四会市宗艳粮油坊,四会市东城街道清东村委东兴村1号(住改商),1,广东,四会市宗艳粮油坊,1,四会市东城街道清东村委东兴村1号(住改商),2022-09-23,2022年第3期,肇庆市场监管局,,,http://www.zhaoqing.gov.cn/zqscjgj/gkmlpt/content/2/2756/post_2756327.html,,3,市抽,肇庆市食品检验所,GB 2761-2017,
240,241,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B₁,54.8μg/kg,≤20μg/kg,/,/,2022-07-20,湛江市南三示范区陈康华油行,湛江市坡头区南三镇田头圩新市路南侧第8间,1,广东,湛江市南三示范区陈康华油行,1,湛江市坡头区南三镇田头圩新市路南侧第8间,2022-09-23,2022年4号,湛江市场监管局,湛江市市场监督管理局已要求辖区市场监管部门及时对不合格食品及其生产经营者进行调查处理，责令企业查清产品流向，召回不合格产品，并分析原因进行整改；责令经营单位立即采取下架等措施，控制风险。,,https://zjamr.zhanjiang.gov.cn/zwdt/spypjg/content/post_1671399.html,,3,市抽,湛江市食品药品检验所,GB 2761-2017,生产
241,242,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B1,黄曲霉毒素B₁,37.8μg/kg,≤20μg/kg,/,/,2022-07-14,廉江市青平青农花生油加工店,廉江市青平镇原农机厂（黎津镛房屋）,1,广东,廉江市青平青农花生油加工店,1,廉江市青平镇原农机厂（黎津镛房屋）,2022-09-23,2022年4号,湛江市场监管局,湛江市市场监督管理局已要求辖区市场监管部门及时对不合格食品及其生产经营者进行调查处理，责令企业查清产品流向，召回不合格产品，并分析原因进行整改；责令经营单位立即采取下架等措施，控制风险。,,https://zjamr.zhanjiang.gov.cn/zwdt/spypjg/content/post_1671399.html,,3,市抽,湛江市食品药品检验所,GB 2761-2017,生产
242,243,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,35.3,≤20,/,/,2022-06-28,/,/,0,不详,新丰县城南饭店,1,广东省韶关市新丰县丰城街道新城一街10号,2022-09-23,2022年第32期,韶关市场监管局,,,https://www.sg.gov.cn/sgjdglj/gkmlpt/content/2/2307/post_2307912.html,"溶剂残留量,特丁基对苯二酚(TBHQ),苯并[a]芘,过氧化值,酸价(KOH),铅(以Pb计),黄曲霉毒素B₁",3,市抽,广东省食品工业研究所有限公司(广东省质量监督食品检验站),GB 2761-2017,
243,244,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,,,/,/,2022-07-18,/,/,0,不详,新丰县翠鲜农庄,1,新丰县丰城街道罗洞村大围组8号一、二楼（住所申报）,2022-09-23,2022年第31期,韶关市场监管局,,,https://www.sg.gov.cn/sgjdglj/gkmlpt/content/2/2307/post_2307900.html,"溶剂残留量,特丁基对苯二酚(TBHQ),苯并[a]芘,过氧化值,酸价(KOH),铅(以Pb计),黄曲霉毒素B₁",3,市抽,广东省食品工业研究所有限公司(广东省质量监督食品检验站),GB 2761-2017,
244,245,18,炒货及坚果制品-->坚果籽类制品,五香花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,35.1μg/kg，35.5μg/kg,≤20,380克/袋,喜聚仁+字母+图案,2022-05-05,德州市德城区十里香炒货厂,山东省德州市新华工业园新园路西第一区,2,山东,前曹镇丽丽超市,2,山东省德州市平原县前曹镇前曹街,2022-09-21,2022年第33期,山东市场监管局,　对上述抽检中发现的不合格产品，当地市场监管部门已责令生产经营者查清产品流向，召回、下架不合格产品，控制风险，并分析原因进行整改，涉及的不合格产品已按要求开展核查处置工作。,http://news.foodmate.net/2022/09/641671.html,http://amr.shandong.gov.cn/art/2022/9/21/art_76551_10301383.html,,2,省抽,初检机构：食药环检验研究院（山东）集团有限公司复检机构：山东省食品药品检验研究院,GB 2761-2017,复检不合格
245,246,6,调味品-->复合调味品,混合花生芝麻酱（半固态调味料）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,16.9μg/kg,≤10.0μg/kg,250g/瓶,盼芝花,2022-05-20,新乡市卫滨区洪东食品有限公司,新乡市卫滨区平原镇李村,4,河南,新乡县笑天商贸有限公司,4,河南省新乡市新乡县翟坡镇政府西邻100米路南,2022-09-21,2022年第27期,河南市场监管局,河南省市场监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、洛阳、安阳、鹤壁、新乡、焦作、濮阳、商丘、周口、济源等地市场监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处。,http://news.foodmate.net/2022/09/641656.html,https://scjg.henan.gov.cn/2022/09-21/2610874.html,,1,国抽,河南省产品质量监督检验院,GB 2761-2017,
246,247,18,炒货及坚果制品-->坚果籽类,生花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,113μg/kg,≤20μg/kg,/,/,,/,/,0,不详,鹤壁市淇滨区卫鑫超市,4,淇滨区卫河路218号,2022-09-21,2022年第27期,河南市场监管局,河南省市场监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、洛阳、安阳、鹤壁、新乡、焦作、濮阳、商丘、周口、济源等地市场监管部门对涉及单位依法处理，责令查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处。,http://news.foodmate.net/2022/09/641656.html,https://scjg.henan.gov.cn/2022/09-21/2610874.html,,2,省抽,河南省食品检验研究院,GB 2761-2017,
247,248,18,炒货及坚果制品-->坚果籽类,白皮花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,97.2μg/kg,≤20μg/kg,散装称重,/,2022-06-26,/,/,0,不详,金寨万润发超市,16,安徽省六安市金寨县梅山镇祥和家园8栋104铺,2022-09-21,2022年第36期,安徽市场监管局,　对抽检中发现的不合格食品，省市场监管局已责成阜阳、淮南、滁州、六安、马鞍山、宣城、铜陵、池州、安庆、黄山等属地市场监管部门立即组织开展核查处置，查清产品流向，采取下架、召回不合格产品等措施控制风险；对违法违规行为，依法从严处理。以上属地市场监管部门应及时将核查处置情况向社会公开。调查中发现涉及其他部门职责的，应当将有关信息通报相关职能部门。,http://news.foodmate.net/2022/09/641625.html,https://amr.ah.gov.cn/xwdt/gsgg/146955361.html,,1,国抽,安徽省产品质量监督检验研究院,GB 2761-2017,
248,249,18,炒货及坚果制品-->坚果籽类,白花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,285μg/kg,≤20μg/kg,/,/,,/,/,0,不详,张家港市锦丰镇合兴苏杭时代购物广场,3,江苏省苏州市张家港市锦丰镇合兴黄山路,2022-09-20,2022年第26期,苏州市场监管局,,,http://scjgj.suzhou.gov.cn/szqts/tzgg/202209/3db77fe52de24210ac9b90c01178d647.shtml,,3,市抽,南京海关动植物与食品检测中心,GB 2761-2017,
249,250,18,炒货及坚果制品-->坚果籽类制品,山椒花生,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,75.4μg/kg,≤20μg/kg,散装称重,千百度+图形,2022-04-16,重庆市华银山野菜开发有限公司,重庆市武隆区白马镇有人站,10,重庆,北碚区乐尔惠生活超市,10,重庆市北碚区朝阳街道黑龙江巷18号、24-2号,2022-09-19,2022年第33号,重庆市场监管局,所在地市场监督管理部门已按《中华人民共和国食品安全法》的要求，对上述抽检中发现的不合格产品，依法启动查处工作，同时已采取风险控制措施，查清产品流向，召回、下架不合格产品，分析原因并进行整改。,http://news.foodmate.net/2022/09/641442.html,https://scjgj.cq.gov.cn/zfxxgk_225/fdzdgknr/jdcj/spaq_1/jcjgxx/202209/t20220919_11122056.html,,2,省抽,广州检验检测认证集团有限公司,GB 2761-2017,
250,251,18,炒货及坚果制品-->坚果籽类制品,烘焙花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,42.7μg/kg，46.9μg/kg,≤20,160克/袋,阿丘果+图形商标,2022-04-21,潍坊鲁汉贸易有限公司,山东省潍坊市潍城区望留街道望留屯村,2,山东,日照美满多商贸有限公司,2,山东省日照市莒县招贤镇聚贤社区西黄埠村沿街楼1037号,2022-09-19,2022年第32期,山东市场监管局,　对上述抽检中发现的不合格产品，当地市场监管部门已责令生产经营者查清产品流向，召回、下架不合格产品，控制风险，并分析原因进行整改，涉及的不合格产品已按要求开展核查处置工作。特别提示消费者，在购买到或在市场上发现通告中所涉不合格产品时，请拨打12345热线电话进行投诉或举报。,http://news.foodmate.net/2022/09/641466.html,http://amr.shandong.gov.cn/art/2022/9/19/art_76551_10301357.html,,2,省抽,初检机构：青岛谱尼测试有限公司复检机构：青岛市产品质量检验研究院,GB 2761-2017,复检不合格
251,252,18,炒货及坚果制品-->坚果籽类制品,五香花生（烘烤类）,不合格,生物毒素,黄曲霉毒素B<sub>1</sub>,黄曲霉毒素B₁,61.8μg/kg,≤20,称重（0.5kg/袋）,朱氏润口香,2022-02-12,郯城兴客食品有限公司,山东省临沂市郯城县马头镇西爱国村,2,山东,郯城福瑞超市商行,2,山东省临沂市郯城县马头镇建设街,2022-09-14,2022年第31期,山东市场监管局,,http://news.foodmate.net/2022/09/641094.html,http://amr.shandong.gov.cn/art/2022/9/14/art_76551_10301323.html,,2,省抽,鲁健检测科技有限公司,GB 2761-2017,
252,253,18,炒货及坚果制品-->坚果籽类制品,香酥花生（油炸类）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,38.4μg/kg,20μg/kg,称重,隆旺,2022-05-25,东海县双店镇隆宏旺花生米加工作坊,东海县双店镇竹北村,3,江苏,响水县六套联华超市,3,六套中心社区六套街,2022-09-13,2022年第12期,盐城市场监管局,上述不合格食品详细信息见附件。针对监督抽检中发现的不合格食品，,,http://www.yancheng.gov.cn/art/2022/9/13/art_3249_3906170.html,,3,市抽,上海微谱检测科技集团股份有限公司,GB 2761-2017,
253,254,31,餐饮环节产品-->其他餐饮环节产品,油炸花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,160μg/kg,≤20μg/kg,/,,2021-10-25,/,/,4,河南,武陟县孙俞快餐店,4,河南省焦作市武陟县龙泉街道尚德路交大南校区东11号,2022-09-09,2022年第36期,焦作市场监管局,,,http://scjg.jiaozuo.gov.cn/contents/37/10686.html,,3,市抽,,GB 2761-2017,
254,255,6,调味品-->复合调味品,花生酱,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,41.0μg/kg,≤20μg/kg,410g/瓶,久可,2022-03-17,四川久可粮油有限公司,四川省眉山市东坡区万胜镇众家村9组,14,四川,石柱土家族自治县重客隆超市西沱连锁加盟店,10,重庆市石柱土家族自治县西沱镇月台路,2022-09-09,2022年第32号,重庆市场监管局,所在地市场监督管理部门已按《中华人民共和国食品安全法》的要求，对上述抽检中发现的不合格产品，依法启动查处工作，同时已采取风险控制措施，查清产品流向，召回、下架不合格产品，分析原因并进行整改。,http://news.foodmate.net/2022/09/640755.html,http://scjgj.cq.gov.cn/zfxxgk_225/fdzdgknr/jdcj/spaq_1/jcjgxx/202209/t20220909_11097644.html,,2,省抽,初检机构：广州检验检测认证集团有限公司；复检机构：重庆市食品药品检验检测研究院,GB 2761-2017,
255,256,31,餐饮环节产品-->其他餐饮环节产品,油炸花生（自制）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,57.6μg/kg,≤20μg/kg,/,/,2022-06-08,/,/,24,新疆,哈密市伊州区七一夜市马小燕,24,哈密市伊州区西河街道宝农B-30号摊位,2022-09-08,2022年第35号,哈密市场监管局,,,http://www.hami.gov.cn/info/5210/332871.htm,,3,市抽,乌鲁木齐海关技术中心,GB 2761-2017,
256,257,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,69.1μg/kg,≤20μg/kg,散装称重,/,2022-05-08,茂名市电白区小良镇新街粮油加工店,茂名市电白区小良镇文明路桥头2号,1,广东,茂名市电白区小良镇新街粮油加工店,1,茂名市电白区小良镇新街粮油加工店,2022-09-06,2022年第13期,茂名市场监管局,,,http://scj.maoming.gov.cn/xwzx/tzgg/content/post_1071578.html,,3,市抽,茂名市食品药品检验所,GB 2716-2018,
257,258,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,35.4μg/kg,≤20μg/kg,散装称重,/,2022-04-09,茂名市电白区小良镇新街粮油加工店,茂名市电白区小良镇文明路桥头2号,1,广东,茂名市电白区小良镇新街粮油加工店,1,茂名市电白区小良镇新街粮油加工店,2022-09-06,2022年第13期,茂名市场监管局,,,http://scj.maoming.gov.cn/xwzx/tzgg/content/post_1071578.html,,3,市抽,茂名市食品药品检验所,GB 2716-2018,
